# provider<TAB>source_class<TAB>url
OpenAI	primary-release-notes	https://help.openai.com/en/articles/9624314-model-release-notes
OpenAI	primary-news-index	https://openai.com/news/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-4-5/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-5/
OpenAI	primary-launch	https://openai.com/index/gpt-5-1/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-5-2/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-5-3-codex/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-5-4/
OpenAI	primary-launch	https://openai.com/index/introducing-gpt-5-5/
OpenAI	primary-launch	https://openai.com/index/gpt-5-6/
OpenAI	vendor-community	https://community.openai.com/
Anthropic	primary-news-index	https://www.anthropic.com/news
Anthropic	primary-launch	https://www.anthropic.com/news/claude-3-7-sonnet
Anthropic	primary-launch	https://www.anthropic.com/news/claude-4
Anthropic	primary-launch	https://www.anthropic.com/news/claude-opus-4-1
Anthropic	primary-launch	https://www.anthropic.com/news/claude-sonnet-4-5
Anthropic	primary-launch	https://www.anthropic.com/news/claude-haiku-4-5
Anthropic	primary-launch	https://www.anthropic.com/news/claude-opus-4-5
Anthropic	primary-launch	https://www.anthropic.com/news/claude-opus-4-6
Anthropic	primary-launch	https://www.anthropic.com/news/claude-sonnet-4-6
Anthropic	primary-launch	https://www.anthropic.com/news/claude-opus-4-8
Anthropic	primary-launch	https://www.anthropic.com/news/claude-fable-5-mythos-5
Anthropic	primary-launch	https://www.anthropic.com/news/claude-sonnet-5
Anthropic	primary-launch	https://www.anthropic.com/news/claude-opus-5
Google	primary-launch	https://blog.google/technology/google-deepmind/gemini-model-updates-february-2025/
Google	primary-launch	https://blog.google/products/gemini/gemini-2-5-model-family-expands/
Google	vendor-forum	https://discuss.ai.google.dev/
GitHub	primary-changelog	https://github.blog/changelog/label/copilot/
GitHub	primary-release	https://github.blog/changelog/2025-04-04-multiple-new-models-are-now-generally-available-in-github-copilot/
GitHub	primary-deprecation	https://github.blog/changelog/2025-09-23-upcoming-deprecation-of-select-copilot-models-from-claude-openai-and-gemini/
GitHub	primary-deprecation	https://github.blog/changelog/2025-10-23-selected-claude-openai-and-gemini-copilot-models-are-now-deprecated/
GitHub	primary-deprecation	https://github.blog/changelog/2026-01-13-upcoming-deprecation-of-select-github-copilot-models-from-claude-and-openai/
GitHub	primary-deprecation	https://github.blog/changelog/2026-02-19-selected-anthropic-and-openai-models-are-now-deprecated/
GitHub	primary-release	https://github.blog/changelog/2026-05-18-copilot-cloud-agent-fast-cost-efficient-models-for-simple-tasks/
GitHub	primary-update	https://github.blog/changelog/2026-05-20-updates-to-available-models-in-copilot-on-web/
GitHub	primary-release	https://github.blog/changelog/2026-06-02-gemini-models-in-copilot-cli-cloud-agent-and-the-copilot-app/
GitHub	primary-deprecation	https://github.blog/changelog/2026-07-31-gemini-2-5-pro-and-gemini-3-flash-deprecated/
GitHub	primary-deprecation	https://github.blog/changelog/2026-07-31-upcoming-august-2026-model-deprecations-in-github-copilot/
GitHub	primary-deprecation	https://github.blog/changelog/2026-08-31-selected-github-copilot-models-deprecated/
GitHub	primary-release	https://github.blog/changelog/2026-09-04-github-copilot-weekly-releases-august-31/
GitHub	vendor-community	https://github.com/orgs/community/discussions
Bing	secondary-search	https://www.bing.com/search?q=OpenAI+GPT+release+site%3Aopenai.com
Bing	secondary-search	https://www.bing.com/search?q=Claude+release+site%3Aanthropic.com
Bing	secondary-search	https://www.bing.com/search?q=Gemini+release+site%3Ablog.google
Bing	secondary-search	https://www.bing.com/search?q=GitHub+Copilot+model+release+site%3Agithub.blog%2Fchangelog
Yahoo	secondary-search	https://search.yahoo.com/search?p=OpenAI+GPT+release+site%3Aopenai.com
Yahoo	secondary-search	https://search.yahoo.com/search?p=Claude+release+site%3Aanthropic.com
Yahoo	secondary-search	https://search.yahoo.com/search?p=Gemini+release+site%3Ablog.google
Yahoo	secondary-search	https://search.yahoo.com/search?p=GitHub+Copilot+model+release+site%3Agithub.blog%2Fchangelog
